,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
666,PRKX,SP100,NDUFA2,MRPL10,RRP1B,SNHG12,HSF1,SIN3A,AC022706.1,TXN,TBCB,C17orf107,PKN1,CD72,PNPLA7,TUBB2A,PDCD6
667,SIT1,ZNF394,PRKCB,SH3GLB1,C19orf53,POLR2J3,P4HB,ZEB1,DRAP1,SFT2D2,NLRC3,ACOT8,DGKZ,RPAIN,SNPH,AP002387.2,RNF149
668,NDUFA13,BCLAF1,PIEZO1,RO60,RSL24D1,NIPAL3,CDKN1A,SF3B4,CHMP2A,DPM3,USP24,CEBPA,ASL,C11orf80,TRAV6,CERS6,VAT1
669,PIK3R1,PPM1K,GNG10,CDV3,HP1BP3,OBSCN,IFI6,PSMD7,IL18BP,MAP2K2,CTNNBIP1,AL033528.2,SLC25A11,PREP,LNX2,TNRC6B,PRELID1
670,TWF2,SMARCC2,DOCK2,CYC1,KCNQ1,PPP4R3B,HAX1,C11orf58,COX5B,DDIT4,AC007384.1,SLC19A2,REPIN1,GSTK1,ARHGEF10,PLAG1,RNF139
671,CLSTN1,IRF9,KRR1,ZNF600,CELF2,MIA3,COX7A2,SEC61B,TIMMDC1,ANKRD33B,IMPAD1,PPP3CC,TSPO,HDAC10,PLXDC1,CABIN1,EMD
672,SP4,GNA13,PPP2R1A,MAP4,TRA2A,SDR39U1,LGALS8,GGNBP2,KLC1,TLN1,ZFAND3,A2M,GDI2,LERFS,ANKS6,PNPLA2,TMEM8A
673,LPXN,HDDC2,EIF4E2,MRPS6,CHD1,ACIN1,NEDD8,TBCD,CANX,MLF2,ZNRF2,KIAA0930,DTNBP1,PLD3,GPRC5B,UAP1L1,STAM
674,PSMA2,RNPS1,BUD31,PARP10,SPOP,RBM6,MAP3K5,MTX1,COMMD8,UPF3A,LGALS9B,PLPPR3,EID1,PPP2R5A,AMN1,ST6GALNAC4,AC068587.4
675,GUSB,NAPA,LINC02084,CREM,RUNX1,RGS14,MICOS10,PPP1R16B,GLIPR2,NEAT1,IRF2BPL,AL512625.3,ZFHX3,FBXW8,PLCG1,GABPB1-IT1,TIAM1
676,IDI1,TMEM170A,KARS,TADA3,ICOS,PPM1B,BCL11B,BIRC6,PARP1,PBDC1,GCLM,ARTN,SEC14L1,MRPL57,STOML1,SDHAF3,TRMT112
677,RNF115,MCUB,LSM10,TMOD3,PCGF5,NUCKS1,KDELR1,GHITM,SLC10A3,MRPL10,CCDC107,ESCO2,HSPB11,LTF,SULT1A1,AL158151.1,ARL2BP
678,JAZF1,RNF5,COX17,LBR,THUMPD1,KRI1,SRP9,USP3,SH3KBP1,TSN,CSK,SH2D3C,ILK,RNF24,HAR1A,NUP210,PRDX5
679,MAP2K2,LINC-PINT,CD164,ITCH,ATP5MF,HNRNPH3,ATP2B4,ARHGAP26,N4BP1,TFDP2,C15orf39,BICRAL,ZRANB2,TRBV10-2,TCL1A,AK5,GNB1
680,PEPD,ANKRD27,PSMA2,CCPG1,EIF4A1,PTPN4,INO80E,WBP2,MEAF6,DPM2,POMC,IMPDH1,DGKD,L3HYPDH,KRT18,TNFRSF25,PER1
681,IVNS1ABP,CCNK,CARD11,SLCO4C1,SLC12A6,PRPF38A,KLRB1,PRPF4,TESC,PRKCD,CD2BP2,RELT,ARHGEF9,SEPTIN5,SUSD4,CLEC2D,CACYBP
682,PSENEN,ARID5B,AGTRAP,CYBC1,LRBA,USP4,GSDMD,PPP4R3B,PROK2,SMKR1,DENND3,ABI3,TUBB,AKAP7,IGHG1,UBASH3A,ETFB
683,RHOG,CANX,SF3B4,FHL3,MCL1,PRKRIP1,SLC4A7,ELOC,LYPLA2,CXCR4,FAM199X,F8,CD2,AIG1,ZNF736,LSM3,HTRA2
684,MIAT,ZBP1,FAM174C,KIR2DL1,SLC25A45,HSD17B11,AKIRIN2,KDM2A,ANKRD28,HIST1H3A,GALNT3,MAF1,RALBP1,SPTSSB,TRAV13-2,GRHPR,HAGH
685,SYTL2,UBR4,NCKAP1L,TRG-AS1,MZT2A,EGR1,NDUFA13,HPCAL1,BUD31,UBE2L3,ADHFE1,LACTB2,PLEKHB2,B4GALT1,AC092164.1,MBD5,TSTD1
686,SLAMF6,RNF7,ARPC1B,CEBPB,CCT2,DENND1C,PSMB1,LY9,TAPBPL,OS9,RAB4B,LINC00996,SLC25A38,PCOLCE,FAM216A,TXN2,ZNF511
687,ORAI1,NDUFB10,ITGB7,SPCS3,CCAR1,CCDC66,PSMB2,DIDO1,MINDY2,PRDM1,VCP,DOHH,TMEM165,AC009041.1,MFNG,NFKB2,NUTF2
688,SF3B4,CALCOCO2,C16orf54,MAN1A1,LSM7,DARS,CTSH,TCIRG1,TMED9,ANAPC11,ARHGAP27,JUP,CDHR1,TIMM22,AGER,TSPYL4,CEP57
689,ANKHD1,BAG1,COX8A,OASL,BZW2,XRN2,UBE2V1,RABGGTB,HIST1H1B,CD27-AS1,TMEM273,ITGA4,ARRDC1,SCN1B,USP44,SKP1,CTLA4
690,RNPS1,SLFN5,DR1,CASP1,SUCLG2,GNAS,SHFL,HNRNPA2B1,SESN2,CAPN1,ENC1,MNDA,MCRS1,LINC00926,RBM48,SPG7,SF3B5
691,IL12RB1,CEMIP2,TMEM230,SETX,ARL6IP5,PNPLA2,SNW1,GRK2,CSNK2B,SLC25A29,NPRL3,PAK4,TTC14,YTHDF3-AS1,PCMTD2,SMARCA4,ZC3H12D
692,UQCR10,NDUFA7,NFE2L2,RORA,THRAP3,MAP11,SELENOF,EIF4A2,REST,NPC1,CHST11,PIGP,ZCRB1,SNTB2,TRAV8-1,LY9,ZDHHC18
693,SNF8,SNU13,RTN3,OS9,OIP5-AS1,CCNG1,PSMD2,MAPKAPK3,CASP1,RHOT1,FAM49A,AL035661.2,PSMB8-AS1,DYRK3,OCRL,HMCES,MZT2B
694,SNX5,SFT2D1,RCSD1,MPST,CCNL2,TAX1BP1,TMX4,ASH1L,PIK3R1,IL1B,POLG,BOD1L1,ORAI3,AGFG2,LYRM9,SRP72,CAPZB
695,ODC1,SERINC1,CD28,PHF21A,ITFG2,EIF4A1,CAPZB,HNRNPUL2,SSR4,ENPP4,ARL6IP1,TAL1,PRKDC,ZNF845,CHD3,ZNF24,PDLIM2
696,LINC02384,MPO,APH1A,RHOBTB3,ICAM2,LCP2,COX7B,CCT2,RAB5C,ARID3A,SLK,MCC,RBM38,ZCCHC2,ZNF658,ARHGAP4,CCNG1
697,SPPL2A,LGALS9,MRFAP1L1,ACTR3,NAA25,METTL9,PPDPF,SRA1,FBXO7,INPP5D,FAM117A,ALS2,SGSM3,LINC01431,CACHD1,AURKAIP1,DBP
698,EFCAB14,EMD,LPCAT4,RBX1,SERTAD2,LTA4H,PHC3,HIF1A,RNF7,ITGB7,SH3GLB1,MRPS18A,MYLIP,DNAJC16,GCC2,LSM4,MID1IP1
699,RAB18,GMIP,AKAP17A,C14orf119,HIGD2A,PYGB,CNOT8,PSMG2,DHRS4L2,MCTP2,CYB5B,EVA1B,PNPLA2,FAM3C,TRBV29-1,RCN2,DNAJB2
700,TSPO,TGIF1,DUSP16,KLF6,DIP2B,TBRG4,ARPC3,TSPOAP1-AS1,VIM-AS1,SUPT16H,LY75,PTPRM,PABPN1,UHRF1,SLC22A31,ATP5PF,CAPN1
701,RELA,ARPC2,NDUFS6,NPRL2,KAT8,ZBTB20,CENPK,IKZF3,TFB2M,MOSPD3,SLC16A3,PCCA,FPGS,ZFYVE21,RGL1,HLA-DOA,SELPLG
702,PIK3CG,SIAH2,SLAMF6,POLR2L,MLLT10,EIF1B,PRELID3B,SCCPDH,GOLIM4,MXI1,GAK,IGHV3-11,CHMP4A,FYCO1,MAGI3,TCEA1,CUEDC2
703,PIEZO1,FUS,CCNDBP1,GSE1,SSB,UBE4A,JAK3,WDR26,TYMP,FASLG,LILRB1,VPREB1,LUC7L2,DNHD1,AIG1,EPHA1-AS1,PTGDR2
704,ADRM1,YRDC,GMIP,LGALS9,ATP5F1A,SLC2A3,LEPROTL1,RASA1,KXD1,PBX4,NFAT5,WDR92,FAM43A,B4GALT5,BCL9,CRLF3,MRPS21
705,NDUFB8,BBX,MBP,C17orf49,MAT2B,XRCC5,AMD1,SLC25A39,FMNL1,MTERF3,CCNJL,WNT1,PSMD11,ZBTB22,C14orf132,SERTAD2,B3GNT9
706,MCOLN2,RBX1,MIER1,RRN3,NUFIP2,TIAL1,NDRG1,CRBN,BCAP29,ATP5PB,TPP1,AC036176.1,CMTM3,TRIM47,GLS2,XPO6,DCTPP1
707,ERP29,DDX6,CTDNEP1,COQ10B,SLC40A1,SRSF10,SEC11C,ZZEF1,LCP2,PAIP2,CASTOR2,SLC2A8,MLC1,CCDC6,ARHGAP5,NIPAL3,NBPF15
708,CASP8,VPS36,MKNK2,PRR5,ZNF276,OXA1L,NOL7,APEH,SAMSN1,SETD3,FAR1,MRPL58,OTULINL,ARG1,AMIGO1,PITPNC1,PPP1R2
709,DGLUCY,OSTC,SELPLG,SHARPIN,C9orf78,CREB1,CAMK4,BTN3A1,PSME3,AC007384.1,MYH9,IER5L,IFI44L,LPXN,CR1,SNRK,TMC6
710,TPM4,EIF2B5,PCSK7,CD226,STAT1,MARCKSL1,CASP4,SH3GLB1,AP1S2,CKLF,ACTR3,AC024909.1,EIF4H,ADH5,LZTS3,SIT1,CSRP1
711,PSME2,SKAP1,DERL1,JPT1,UBE2V1,RABGGTB,CHMP1B,GIMAP4,POLE4,ACTR6,MAST3,CYTH2,TXN,CAT,SLC25A23,NDUFS8,TEX264
712,SSR4,Z93241.1,ZFR,ATP6AP2,SF3A3,NUDC,SUMO3,UBR2,AP1S1,FNBP1,MAD2L2,AKIRIN2,SF3B2,CREB3,GALNT12,DNAJA2,AUP1
713,GBP2,GDI1,ARRDC1,ARF5,SMARCA2,CPNE1,ANO9,FRAT2,MIIP,HNRNPF,TCF25,ZCCHC18,ATP2B4,PLD1,DDX39B,C6orf226,IGHV1-2
714,GDE1,ANKHD1,ABCB1,DDB1,GTF3A,CCAR1,TMUB1,ITPR3,NDRG1,SOX13,SSH1,TRBC2,SLFN13,ZNF853,XRRA1,NUP88,AXIN2
715,TBK1,DDX58,IER3IP1,FES,CHI3L2,CPNE2,MFNG,SLC4A7,AGPAT4,SLA2,ARL5A,ACP6,STMP1,PLPPR2,PCED1B,LRCH4,TUBA1A
716,LRPAP1,HSD17B11,SPSB3,TMBIM6,ERGIC3,SMC1A,POMP,HSPA9,CALCOCO2,BORCS6,TPM3,PIF1,CUX1,POU3F1,KDF1,GTF2A2,IQGAP2
717,TRAPPC1,MAN1A2,ELOVL5,MFSD10,CLNS1A,GPR155,ADK,MORF4L1,BCL2L11,RTCB,WIPI1,STK33,AP2S1,POLE,LTA,FUNDC2,DALRD3
718,TRPV2,RNF125,GPI,RAB8A,PLEKHB1,RBM17,LRP10,MYO1F,CHRAC1,ILKAP,JAKMIP2,SLC25A43,XPO1,VPS37C,CEP170,VCPKMT,PDCD4
719,AATF,NEDD8,FAM117A,SHKBP1,MLXIP,MZT2B,ADI1,PSMB3,SMIM12,HLA-DRB5,KCTD10,GALNT8,DBNL,PIGQ,TRBV28,NECAP1,CDV3
720,FAM50A,SNRPB,CSTB,HEG1,CTCF,PAPOLA,ARF3,CALR,ZAP70,ST8SIA4,DLG5,HIST1H2BG,HIP1,ADGRE2,MIR3936HG,CDKN2AIP,CD151
721,TNFSF12,SNHG12,LSP1,CNPY3,PNN,GATAD2B,SEC61A1,MGRN1,MFSD11,RAD9A,AGK,PDZD11,STX4,TMEM154,MANSC1,MRPL44,ARL8A
722,VPS13C,FAM111A,RGS14,ZCCHC17,ERAP2,SAT2,ATP5MG,GBP2,ZNF428,UBE2L6,SMIM14,MRPL10,ELOVL6,BAHCC1,AC019257.1,LTA4H,TXNDC15
723,CHCHD2,AP3D1,NBEAL2,ACTB,XRCC6,TRA2A,LGALS9,ITSN2,NRDC,BBS2,IL12RB2,BIRC5,SDR39U1,CDC16,ZEB1,RNASEH2B,MALSU1
724,PTPN12,CWC25,PPP2R5A,DNAJB11,COX6B1,UBXN1,COPA,MED29,CIAO2B,NDUFB8,MADD,P2RY11,CDK9,CLCF1,TRAV1-1,IKBKE,YIPF3
725,SZRD1,YWHAE,CPNE2,HNRNPAB,CARMIL2,GTPBP6,PTGER2,CASP8AP2,TIPARP,PARP4,GPATCH8,HSPA6,SERBP1,COPE,RTKN2,AGPAT5,ACTB
726,CASP4,SELENOW,C4orf48,ZBTB44,DHRS3,LDB1,PAPOLA,MOB2,TRAPPC2L,TRGV4,BOK,SPC24,RAB11B,KHDC1,CDC37L1-DT,ZNF580,VDAC1
727,CD5,ANP32E,EIF3A,MYL12A,ZNF292,SIT1,EWSR1,MAPKAPK2,CMC2,CSNK2B,SIDT1,KCNA3,ANAPC11,SCD5,ZNF467,PIAS1,ETV6
728,SQOR,VMP1,CCT5,CAPZA1,AC087239.1,MICOS10,SRI,RECQL,ARL8A,NPRL2,TPD52,AL359922.2,LRRFIP1,EIF4EBP1,IL6R-AS1,SEC14L2,MRPL57
729,MAPK1,TOMM5,METTL26,COX5A,HNRNPA2B1,FAM118A,ATRX,CSNK1D,DDRGK1,CYREN,AGO4,KANTR,NEK6,MPI,LRATD2,SNHG14,SLC9A9
730,MRPL28,SRRM1,GTF3C1,PSMD13,HNRNPR,NUDT4,MACF1,DLG1,LPXN,FAM133B,CREBBP,GPR27,GRHPR,AC138969.1,IKZF4,RASA4,TBC1D10C
731,ADGRG5,PSMB4,RBBP4,PRPF40A,SNRPN,SRSF7,SRP19,DOCK2,AMD1,SERTAD3,TRPV2,CDHR1,NEDD8,NME1,HES4,SYNGAP1,ARMC10
732,FIBP,FOSL2,ATP6V0E1,CEMIP2,SPG7,BIRC2,CD37,AP2M1,MAP4K5,ADAMTS1,CYTL1,CD200,RNF165,BATF,C12orf42,CCND2,PCBP1
733,AP2S1,AC008875.3,ATRX,HEXA,NGDN,GAPVD1,VDAC2,CTC1,GPAA1,SMIM3,COL13A1,SPI1,FERMT3,AL451085.1,HSF2,MYBBP1A,MRPL12
734,LAMTOR2,SETX,ATXN10,THRAP3,GALT,SPATA13,JMJD1C,PFKL,ZBTB7A,ADH5,PSD4,ABT1,STK10,CPNE5,CHD7,MRPS36,RABGGTA
735,REL,ISCU,LAX1,BIRC6,RASA4,EIF4G1,GADD45B,EIF3B,SLC25A24,RNF149,ARAP1,CENPP,GALNT1,ZNF8,ADAMTSL5,SRSF1,FLNA
736,PPP6R1,GPRIN3,NOP56,BOD1L1,CNIH1,GRAP,TAX1BP1,PTGER2,VAMP8,STK10,TMIGD2,THAP12,GPR174,CERS5,TRAV20,C12orf10,DSTN
737,VAMP5,USP36,TSEN54,NRROS,OSER1,EPHX2,SEC13,PSMA2,CCDC88A,ABHD14A,OGFRL1,IGHV3-21,BAZ2B,NPM2,SLC38A6,EDRF1,TRMT12
738,NRBP1,ATP5F1E,RBMS1,MTPN,LIX1L,AC093157.1,RANBP2,EPRS,NR2C2,DSTN,CHD9,TIMM10,PFDN6,FGFR1OP,DCBLD2,SLC39A8,PSMD14
739,ZNF335,AL118516.1,SLC38A1,KDM5A,UBE2G2,SSB,DAP3,ZNF22,SHARPIN,PHTF1,CLASP1,TRAV13-1,CCND2,CCDC34,DIP2B,KLHL9,TMEM222
740,TOX4,TSC22D2,ZMYND11,RNPS1,ACAP1,DCAF8,RGS2,AKAP17A,TBC1D2B,MINPP1,HNRNPUL2,LRIG1,SRM,ACTR1A,PCAT1,RIOK1,SF3B6
741,RIC8A,STK10,DAZAP1,LRPAP1,TAZ,PHF20,ZFAND5,RTN4,CAPZA1,PHB,TRGV9,HDAC9,HPS1,NUGGC,RHPN1,PDCD2,ARHGDIB
742,UBE2F,GOLGA7,SERBP1,GATAD2A,DACT1,GSPT1,WDR43,FLOT1,MAP4,DUSP6,DTX3,C7orf25,PPP2R5A,TNFRSF14-AS1,SMC5-AS1,ECRG4,AC133644.2
743,CD151,S100A6,TIA1,ASCL2,MFF,STK4,SNRPD1,RASGRP1,CD53,MRPL34,OGA,SMARCAL1,ZMIZ1,SLC2A8,TESMIN,METAP1D,PRORP
744,NCR3,STAT4,SEC11C,IL12RB1,UCP2,TBC1D10C,SS18L2,LAMTOR5,ENY2,MAK16,IDI1,PNP,EIF4A3,HIST1H3G,APOLD1,TNK1,SUPT5H
745,CCDC115,TBCD,ATP6V0B,TENT5A,TRIM44,CCNI,KIF2A,ATF6B,CTDSP1,COX5A,NPRL2,TTK,CNR2,HPGD,LYPD3,FCGBP,MLLT10
746,SLC66A3,CDC42SE2,SSR4,AFF4,AKIRIN1,VPS51,PDCD5,STIP1,TWF2,MYDGF,REL,PHTF1,SH3GLB1,COX16,ADSL,TRBV6-5,ADRM1
747,GIMAP4,GSPT1,PPP3CA,TRABD,RTRAF,NCOA4,HSPD1,RAD50,CC2D1A,CKAP5,MAPK14,RRAS,SMARCC1,RTN4R,TMEM30B,TMEM204,CREB3L2
748,PANK2,SEC24C,HNRNPLL,HIST1H1C,GHITM,CAPZB,H1FX,PURA,TBKBP1,PMS1,SETBP1,TRAV3,PEAK1,GPATCH4,PRTN3,TSPOAP1-AS1,WNT7A
749,MCTP2,NDUFA2,HMGB2,TPM3,LFNG,IKZF1,PEPD,MCPH1,PHTF1,EOMES,MSL2,AC100778.3,PPP1R14B,SAXO2,PIP4P2,CNPY3,UBXN11
750,RTF1,SETD2,RTCA,IFI27L2,RBIS,MYLIP,CDC73,DRG2,CARD16,EPHX4,TOR2A,PLD4,POLR2F,FLI1,LINC00891,ATXN2L,FAM160B1
751,BAK1,ANTKMT,SAMD9,TGFBR1,TMPO,TXNL1,NDUFA12,DUSP23,IFITM3,IGF2R,RAB8A,FAM83D,HERPUD1,LINC00324,TRAV12-3,OXLD1,ALDOA
752,PMAIP1,GGA2,MGAT2,NUP210,TNFRSF10A,SSRP1,FRG1,AFF1,PTPN12,CDKN2AIPNL,PHTF1,HMGN5,NOC2L,AL117332.1,ZFAND1,DARS,SAMSN1
753,EIF3A,GLRX5,YWHAZ,HP1BP3,SNRPF,PPIG,VDAC1,SMU1,SLC1A7,HPGDS,ELF4,OPRL1,TOR1A,MS4A3,MORC2,FUBP1,RANGRF
754,HSP90B1,PTPRCAP,WBP1,RSRP1,RAB11FIP2,KIAA0040,CASP8,ANKRD13D,POP4,ERN1,ARNTL,AHSP,SH3BGRL,BTBD11,TRBV11-3,SERPINF1,RPN1
755,TRAC,GBF1,SLK,ZBTB38,USP16,SLC44A2,FLNA,PLEKHA2,ITGA5,EVA1C,QKI,PHC2,SMIM19,RBKS,TRAV8-3,KIF2A,CMTM3
756,DOCK8,TSPOAP1,NUBP2,NIBAN1,HDAC7,RBM22,BCAS2,UBA7,TBCD,GUSB,MAP2K2,HIST1H3B,NME1,ZNF354A,EIF2A,COL18A1,SORBS3
757,HIST1H1C,CTSA,RAB11FIP1,CMKLR1,LMBRD1,TAP2,NINJ1,KMT2E,NUTF2,IFT20,PICALM,AC027279.1,TBCB,SMIM13,AC012368.1,MMP28,UTY
758,STAT1,SDHC,NR3C1,SNRNP200,RAN,CHD4,PPP4R3A,R3HDM4,NTHL1,HINFP,ST8SIA6,AC116366.1,ERN1,RCHY1,ADM2,CSNK1A1,PTPMT1
759,IFI27L2,EFCAB14,CAP1,YARS,PDCD4,DHX9,ANKRD13D,ILF2,PPP6R2,SMAD3,ABR,BCL11A,STRADB,SLC22A4,NBEA,AMN,ARF5
760,PCED1B-AS1,SRP14,C1orf122,MAP7D1,CTC1,SAP18,PSMD8,TOM1,SSX2IP,PRPSAP1,CLTC,IQCC,PGLS,POLG,QSER1,CCNT2,CSGALNACT1
761,TMCO1,STUB1,ATG3,ANP32A,EPB41L4A-AS1,HNRNPD,UBE2R2,TAP2,MTMR4,TNFSF12,UAP1,SLC35G2,SERTAD1,METTL24,ASB13,SNED1,PTGES3
762,TUFM,KRTCAP2,NEK7,FOXN3,TBC1D10C,ZNF800,CERK,KDM6B,C5orf56,NDUFS7,ZFP36L2,BAIAP2-DT,KRCC1,HOXA10,SLC26A11,RAB24,AKIRIN2
763,USB1,RESF1,MAP2K3,BAZ1A,ANAPC16,ERGIC3,SAMHD1,LRRC8C,ATP1B3,TBC1D10C,ASAH1,RAB6B,SMARCA2,TMEM50A,FAM171A1,C11orf58,STRAP
764,AGTRAP,CAPN1,CDK17,CPD,LSM8,ODC1,GRASP,TAF11,B3GAT1,ITPRIPL1,KLRC1,CLEC10A,HCG18,AKIP1,SLC5A2,SLC27A5,PREX1
765,SYNGR1,PLAAT3,CCT8,UQCRQ,SGSM3,ADD3,EPM2AIP1,IFFO2,OSBPL3,DAXX,TACC1,DNAH10,ASAH1,CASP2,KLHDC1,HAX1,GUK1
766,H3F3A,FOXO3,TMEM107,ZBP1,HERC4,EPB41,TRAPPC2L,MAGED2,TUBA1C,PIGT,MGAM,PDHX,CLSTN3,UFSP1,IL11RA,RNF157,TMEM189
767,PLEKHM1,SP140,LSM8,CTR9,RMND5B,NOG,SYPL1,DCAF6,EMC6,NUTM2A-AS1,PRKAR2A,AGK,CRYBG1,CD58,AL080276.2,ZNF394,FAAH2
768,MAP4,G6PD,IKZF2,UBA7,GPBP1L1,HIPK1,ERH,NSMCE3,MEF2D,FIS1,LATS2,UQCC3,SEPTIN2,MANEAL,ZNF789,SGF29,RRAS
769,PSMC5,AMZ2,PTPRCAP,OSBPL8,FAM107B,WDR82,DEK,MTFP1,TSPAN2,RIT1,EHMT1,SPATS2L,ARHGDIA,ITGAV,ECRG4,MSH2,JTB
770,FRYL,TNFRSF14,TUBA1C,DDOST,ANKRD11,MDN1,CDC42SE1,GNAI2,ROCK1,LRRC57,GOLPH3,HIST1H4B,CERS4,TSG101,NFRKB,SPEG,NFKBIA
771,CLPTM1,ZNRF2,UFC1,BRD7,PTBP1,IPO7,SEM1,MRPS2,EML2,BTBD2,TMEM50A,RASD1,SDHD,TRNAU1AP,IGHA1,NUP107,ITGB2-AS1
772,ARHGDIA,ZBTB1,COX5B,NAPA,MFSD12,ZNF706,DNAJB9,GAK,ILK,PTPMT1,PDK3,AC092755.2,NAPA,PXK,PLEKHG5,POMC,TCTEX1D2
773,WASF2,ENC1,POLR2E,PTK2B,VIPR1,PDS5A,KIF5B,MIS18BP1,ZNF800,WDR13,HIPK3,NFE2,HEXA,SEC24D,SNHG10,ZSCAN18,BICD2
774,RPA2,VPS13A,G3BP1,SNX10,PSMB8-AS1,THYN1,CDK11A,NARF,SRPK2,PAM,CCDC28B,CDK2AP1,RNF5,HSP90AA1,TRAV25,KCNQ1,CTBS
775,RIOK3,NIBAN1,MZT2A,NCOR1,IRF9,C9orf78,DNAJC19,CNST,KLF10,GFI1,ILK,RELL1,TIPARP,AL512625.1,AC009061.2,SAP18,VKORC1
776,OAS2,IK,COX6A1,AC005332.4,STK4,CCT6A,GPBP1,SECISBP2,ARID5B,FDFT1,TAOK3,MPEG1,GLTP,WDR11,IL2RA,NT5C3B,SPCS3
777,GALM,YWHAH,SCP2,ATP6V1F,FBXO3,ZNF24,IRF1,LRBA,TRAPPC1,NPEPPS,DRAXIN,PLCH2,ZNF217,AC244502.1,NAP1L3,NXT1,EDEM1
778,EMD,SNX14,PSMC5,PATL2,OXR1,ERCC6L2,PELI1,IFI6,USP34,SMIM29,ETNK1,ASRGL1,LGALS9,LRRC23,TXNRD3,SRSF11,SRM
779,MSC,ADAR,APBB1IP,CLTC,NOP10,LARS,EIF2A,MKRN1,SF3B6,GLRX5,LMAN2,CLDN15,AK2,FABP5,PEX1,PAK1,POU2F2
780,PLEKHA1,PREX1,SMC1A,CALM2,INO80E,GRSF1,IDH2,BRD2,ISOC2,TRMT112,STIM2,ACSL6,EHD1,PTMS,MZF1,ADNP2,SRPRA
781,UBE2I,CIB1,ABT1,WSB1,C1orf52,LARP1,SUPT5H,ITPKB,UNC45A,POLR2G,TIPARP,HPDL,RSRP1,PYGL,GPR150,PPP6C,PRKY
782,SAMD9,ZC3H15,HIVEP2,CCND3,NOL9,HNRNPA2B1,TMED4,ZAP70,AP2B1,HMGN3,PRKAR1A,FGFRL1,AC090152.1,ELL,CLN5,NRIP1,CERK
783,CSK,RBCK1,UNC13D,SDF2,TIA1,RNF144A,PSMD7,RHEB,RCN2,IGHV3-23,RHOA,AP005019.1,UFC1,ANGPTL6,ADGRE1,EEF1E1,PDXK
784,CEMIP2,GON4L,MOB1A,OGFR,CIRBP,ESYT2,GABARAPL2,ZDHHC18,PPP2R2A,BRF2,SLAMF6,TSEN34,NUCB1,AC005632.3,PGAP2,TOP1MT,TSHZ2
785,PPP2R5A,TM9SF3,KRTCAP2,ZFP36L1,BX890604.2,NOB1,ZNFX1,MLF2,AGTRAP,BIN1,VPS13C,CCL23,PCNX4,LY86,CYP2U1,PKIA,CGRRF1
786,ACSL5,ALDOA,RHEB,CPT1A,EPHB6,RNF157,ST6GALNAC6,SIPA1,CCDC12,DERL1,KDELR2,STAMBPL1,ARHGAP1,TSTA3,NCMAP-DT,GGT7,OGDH
787,STARD7,PTMS,SPATA13,STARD7,CREBRF,MAT2B,SF3A1,TOX4,TMEM59,EIF4EBP1,SPTLC2,NLGN4Y,SNX18,TMEM223,HIVEP1,TMEM8A,PTP4A3
788,COMTD1,TBC1D5,PSMD8,CCDC124,BDH1,TECPR1,SMAP1,HMGN3,DPP8,PHLPP2,ARPC1B,LAPTM4A,TNRC18,AC104109.2,TRAV39,HLA-E,BRI3
789,MANF,N4BP1,RELB,SPEN,ZNF460,XIST,LMF2,CFL1,HS6ST1,TMEM230,TMEM184B,ZNF557,ENSA,HIST1H2BH,LACTB2-AS1,TCP1,ITGA5
790,SRSF2,GHITM,ACTB,LINC01138,CMPK1,KAT6B,PIH1D1,GADD45A,SLC25A29,REC8,ARVCF,SMURF2,HSPE1,SNORC,TNFAIP8,TUT4,CD200R1
791,SMG1,RAB5A,RASGRP1,PTPRCAP,LY9,PER1,OCIAD2,EPB41,EMB,RTF1,ACBD5,CCDC102A,UROS,LRRK2,TRBV2,PSD,AP2M1
792,VCPIP1,DDB1,SP110,ATF7IP,RBM26,CNTRL,RWDD1,CDC37,EIF2AK1,USP28,RNF168,POT1,TUT7,CMTM2,LINC00173,GRPEL1,TRAV13-1
793,LINC02084,SRSF9,RHBDF2,GET3,IFITM1,CEP95,NSMCE3,BCL9L,UBR2,TSSC4,ATP8A1,RB1,RRBP1,RNLS,ZBED5-AS1,DIMT1,ARHGAP5
794,CLTC,PNRC2,RELT,GBP2,MVP,MFSD12,CERS2,EPSTI1,UGGT1,MRPL28,SEC14L1,HIST2H3D,NELFB,JUP,HPCAL4,CCNG1,NHSL2
795,LBR,FAM53B,SDF2L1,CHMP4A,STAG2,AGO2,HELB,HPS1,MIEN1,AGTRAP,NDUFC2,EREG,NDUFS4,PSMB2,ABHD13,FAAP20,ADD3
796,PIH1D1,GBP4,HMGN4,GSDMD,CDCA7L,ABRAXAS1,RBM42,SUGT1,VAV3,BLOC1S1,NAGLU,TRAV16,POLR2E,GNPDA1,LINS1,PRRT1,RUBCN
797,CYB5B,ELL,RALY,RAB24,PGGHG,TRAC,PFKP,SIRT7,GALNT3,TSC2,RIPK2,THNSL2,SLC15A4,AC092053.3,SPIN3,ILVBL,PSMB6
798,IAH1,VPS13C,PARP10,DGKD,PVT1,IFRD2,SARS,SMARCE1,IGLL1,NASP,PCNT,CACNA1C-AS1,IFNAR2,ZNF23,MORC4,MAP4K2,MGAT5
