"","normalized_mcc","f1","thresholds","Factor"
"510",NA,0.0239271143286604,0,"CCR1"
"511",NA,NA,Inf,"CCR2"
"512",0.492469812800228,0.00123571207908557,1,"CCR2"
"513",NA,0.0239271143286604,0,"CCR2"
"514",NA,NA,Inf,"CACNA2D3"
"515",0.49154592829219,0.000566411781365052,1,"CACNA2D3"
"516",NA,0.0239271143286604,0,"CACNA2D3"
"517",NA,NA,Inf,"DNASE1L3"
"518",0.497814358973633,0.00136798905608755,1,"DNASE1L3"
"519",NA,0.0239271143286604,0,"DNASE1L3"
"520",NA,NA,Inf,"LINC00877"
"521",0.492301815446216,0.000632511068943707,1,"LINC00877"
"522",NA,0.0239271143286604,0,"LINC00877"
"523",NA,NA,Inf,"GXYLT2"
"524",0.493627735132744,0.000771604938271605,1,"GXYLT2"
"525",NA,0.0239271143286604,0,"GXYLT2"
"526",NA,NA,Inf,"ROBO2"
"527",0.49412792868598,0.00433705080545229,1,"ROBO2"
"528",NA,0.0239271143286604,0,"ROBO2"
"529",NA,NA,Inf,"LINC01215"
"530",0.492405123320918,0.00224782242202866,1,"LINC01215"
"531",NA,0.0239271143286604,0,"LINC01215"
"532",NA,NA,Inf,"TRAT1"
"533",0.489134339450935,0.00346402141395056,1,"TRAT1"
"534",NA,0.0239271143286604,0,"TRAT1"
"535",NA,NA,Inf,"BTLA"
"536",0.494561440028423,0.00166736140058358,1,"BTLA"
"537",NA,0.0239271143286604,0,"BTLA"
"538",NA,NA,Inf,"TIGIT"
"539",0.578118426748978,0.165372316126085,1,"TIGIT"
"540",NA,0.0239271143286604,0,"TIGIT"
"541",NA,NA,Inf,"AC092691.1"
"542",0.495824420411702,0.00198708395429707,1,"AC092691.1"
"543",NA,0.0239271143286604,0,"AC092691.1"
"544",NA,NA,Inf,"CD86"
"545",0.48548297941948,0.000765013387734285,1,"CD86"
"546",NA,0.0239271143286604,0,"CD86"
"547",NA,NA,Inf,"ITGB5"
"548",0.492737696288885,0,1,"ITGB5"
"549",NA,0.0239271143286604,0,"ITGB5"
"550",NA,NA,Inf,"GP9"
"551",0.492168208588373,0.00118413262285376,1,"GP9"
"552",NA,0.0239271143286604,0,"GP9"
"553",NA,NA,Inf,"COL6A5"
"554",0.496999871023159,0,1,"COL6A5"
"555",NA,0.0239271143286604,0,"COL6A5"
"556",NA,NA,Inf,"ACPP"
"557",0.492778467078537,0,1,"ACPP"
"558",NA,0.0239271143286604,0,"ACPP"
"559",NA,NA,Inf,"RAB6B"
"560",0.487675517127024,0.000661922885983783,1,"RAB6B"
"561",NA,0.0239271143286604,0,"RAB6B"
"562",NA,NA,Inf,"EPHB1"
