PAC,gene,log2FC,pval_adj,score
PPAC_5,CAPSL,-21.406567,1.0,-0.15865675
PPAC_5,AC105941.1,-21.440884,1.0,-0.15865675
PPAC_5,AL589745.1,-21.497053,1.0,-0.15865675
PPAC_5,GRID1,-21.564062,1.0,-0.15865675
PPAC_5,PURG,-21.709005,1.0,-0.15865675
PPAC_5,CHST15,-21.617163,1.0,-0.15865675
PPAC_5,RNF150,-21.58582,1.0,-0.15865675
PPAC_5,ADAMTS9,-21.200851,1.0,-0.15865675
PPAC_5,GFRA2,-21.735867,1.0,-0.15865675
PPAC_5,FJX1,-20.897305,1.0,-0.15865675
PPAC_5,ARHGEF28,-21.051743,1.0,-0.15865675
PPAC_5,PROS1,-21.687757,1.0,-0.15865675
PPAC_5,AL731557.1,-21.015123,1.0,-0.15865675
PPAC_5,PRRG1,-21.647402,1.0,-0.15865675
PPAC_5,MPP2,-21.472588,1.0,-0.15865675
PPAC_5,LINC01675,-21.208815,1.0,-0.15865675
PPAC_5,TTC24,0.112995744,1.0,-0.15866458
PPAC_5,ATL1,0.092583366,1.0,-0.15876123
PPAC_5,ZNF383,0.09335493,1.0,-0.15880825
PPAC_5,GLS2,-0.19045079,1.0,-0.15886049
PPAC_5,AC027682.4,-0.12220284,1.0,-0.15950046
PPAC_5,ZFP3,-0.019576797,1.0,-0.15950046
PPAC_5,AC011511.2,-1.6864468,1.0,-0.15973817
PPAC_5,AC097634.3,-1.8463819,1.0,-0.15976429
PPAC_5,TCAP,-1.9457325,1.0,-0.15979564
PPAC_5,LINC01480,-1.9471234,1.0,-0.15980609
PPAC_5,TNFRSF13C,-2.1339355,1.0,-0.15984789
PPAC_5,AC011139.1,-2.677892,1.0,-0.1599785
PPAC_5,CARNS1,-0.47682217,1.0,-0.15998894
PPAC_5,ANKRD36C,0.049511913,1.0,-0.16003074
PPAC_5,CDK16,0.018586643,1.0,-0.16011694
PPAC_5,TMEM97,0.10364108,1.0,-0.16072035
PPAC_5,AL513314.2,-0.44243538,1.0,-0.16076475
PPAC_5,PCOTH,-1.1466556,1.0,-0.16087185
PPAC_5,AP001350.1,-1.5393746,1.0,-0.16111739
PPAC_5,AC008945.2,-22.030418,1.0,-0.16165027
PPAC_5,GABRB2,-21.237915,1.0,-0.16165027
PPAC_5,SOX13,-21.901182,1.0,-0.16165027
PPAC_5,FPR2,-21.476679,1.0,-0.16165027
PPAC_5,GPR152,-21.08626,1.0,-0.16165027
PPAC_5,HAMP,-21.589233,1.0,-0.16165027
PPAC_5,PREX2,-21.745396,1.0,-0.16165027
PPAC_5,CD1C,-21.429531,1.0,-0.16165027
PPAC_5,ZDBF2,-21.131956,1.0,-0.16165027
PPAC_5,CAND2,-21.216557,1.0,-0.16165027
PPAC_5,AC136297.1,-21.549238,1.0,-0.16165027
PPAC_5,AC015795.1,-21.476795,1.0,-0.16165027
PPAC_5,AP001029.2,-21.339365,1.0,-0.16165027
PPAC_5,PGLYRP1,-21.349028,1.0,-0.16165027
PPAC_5,AL365436.2,-21.44164,1.0,-0.16165027
PPAC_5,LINC01635,-0.37851763,1.0,-0.16166855
PPAC_5,CUBN,-0.21314642,1.0,-0.16177042
PPAC_5,NAALADL2,-0.15195161,1.0,-0.16183312
PPAC_5,SEC23A-AS1,-0.8342112,1.0,-0.16189058
PPAC_5,AL354892.3,-0.74626297,1.0,-0.16214657
PPAC_5,RYR1,-1.0248806,1.0,-0.16219881
PPAC_5,NCEH1,0.13298438,1.0,-0.16235816
PPAC_5,MIXL1,-0.9722194,1.0,-0.1626664
PPAC_5,PSAT1,-1.5274122,1.0,-0.16271864
PPAC_5,VAV3-AS1,-1.6402915,1.0,-0.16273431
PPAC_5,INSL6,-2.080274,1.0,-0.16281268
PPAC_5,AC005696.3,-2.3596847,1.0,-0.16291715
PPAC_5,METTL3,0.06990376,1.0,-0.16328025
PPAC_5,SYNGAP1-AS1,0.024467478,1.0,-0.1634187
PPAC_5,LINC02363,-0.35869628,1.0,-0.16389671
PPAC_5,RRM2B,0.10800036,1.0,-0.16391239
PPAC_5,C19orf57,-0.5578405,1.0,-0.16414748
PPAC_5,CDKL5,-0.6604355,1.0,-0.1642598
PPAC_5,BAD,0.06362614,1.0,-0.16429377
PPAC_5,EGLN3,-0.7648274,1.0,-0.16448706
PPAC_5,EIF2S3B,-0.58359057,1.0,-0.16462551
PPAC_5,STAC,-21.61088,1.0,-0.1646438
PPAC_5,GNA14,-21.752542,1.0,-0.1646438
PPAC_5,GPR173,-21.529476,1.0,-0.1646438
PPAC_5,GIPR,-21.972239,1.0,-0.1646438
PPAC_5,AP000866.6,-21.561325,1.0,-0.1646438
PPAC_5,LINC00327,-21.50018,1.0,-0.1646438
PPAC_5,GPC4,-21.503689,1.0,-0.1646438
PPAC_5,SLC26A4-AS1,-21.220894,1.0,-0.1646438
PPAC_5,VIPR2,-21.726135,1.0,-0.1646438
PPAC_5,MIR4500HG,-21.941778,1.0,-0.1646438
PPAC_5,AC113414.1,-21.057373,1.0,-0.1646438
PPAC_5,AC004816.1,-21.316345,1.0,-0.1646438
PPAC_5,TOMM20L,-21.491896,1.0,-0.1646438
PPAC_5,MTUS1,-21.137056,1.0,-0.1646438
PPAC_5,SLC7A2,-21.636644,1.0,-0.1646438
PPAC_5,SERINC4,-0.43431374,1.0,-0.1646464
PPAC_5,PIGA,0.019638622,1.0,-0.1647953
PPAC_5,NBPF9,0.009515109,1.0,-0.1653987
PPAC_5,AC104088.3,-0.21158628,1.0,-0.16567297
PPAC_5,ZRANB2,0.018222593,1.0,-0.16620325
PPAC_5,AC083843.2,-0.9099738,1.0,-0.16628945
PPAC_5,AC087286.3,-1.0625612,1.0,-0.16663948
PPAC_5,COLQ,-0.3638008,1.0,-0.16664992
PPAC_5,Z84485.1,-0.7603349,1.0,-0.16667604
PPAC_5,AL031432.3,-1.3231074,1.0,-0.16694771
PPAC_5,AP003352.1,-0.39374647,1.0,-0.16697644
PPAC_5,AC010896.1,-0.6112788,1.0,-0.16706525
PPAC_5,ZNF142,0.13912213,1.0,-0.16722198
PPAC_5,BMP4,-21.69004,1.0,-0.16763732
PPAC_5,MSX2,-21.765974,1.0,-0.16763732
PPAC_5,ANO5,-21.610058,1.0,-0.16763732
PPAC_5,PSMD6-AS1,-21.427155,1.0,-0.16763732
PPAC_5,NDUFA4L2,-21.596554,1.0,-0.16763732
PPAC_5,AP000525.1,-21.785007,1.0,-0.16763732
PPAC_5,LINC01887,-21.426207,1.0,-0.16763732
PPAC_5,TRPC4,-21.369076,1.0,-0.16763732
PPAC_5,ARHGAP24,-21.939669,1.0,-0.16763732
PPAC_5,APOBEC3A,-21.973772,1.0,-0.16763732
PPAC_5,SEMA5A,-21.242579,1.0,-0.16763732
PPAC_5,AC144652.1,0.09303389,1.0,-0.16764253
PPAC_5,DUBR,-0.4563289,1.0,-0.16764776
PPAC_5,AC005856.1,-0.434119,1.0,-0.1678045
PPAC_5,AC023632.2,-0.3790802,1.0,-0.1679142
PPAC_5,SP2-AS1,-0.0067150556,1.0,-0.167956
PPAC_5,IL23A,-1.2406607,1.0,-0.16824855
PPAC_5,NBEAL1,0.1341495,1.0,-0.1684288
PPAC_5,AL731569.1,-0.031182632,1.0,-0.1684941
PPAC_5,IFT88,0.14630868,1.0,-0.16856985
PPAC_5,HARBI1,0.030686315,1.0,-0.1686012
PPAC_5,TLCD3B,-0.8409132,1.0,-0.16865344
PPAC_5,AJUBA,-1.649985,1.0,-0.16867433
PPAC_5,ZNF30,-0.07634095,1.0,-0.16867433
PPAC_5,AC005520.5,-1.7944773,1.0,-0.16873181
PPAC_5,WDR76,0.10983518,1.0,-0.16878666
PPAC_5,GPR75,-2.059378,1.0,-0.16881017
PPAC_5,TEPP,-2.1512651,1.0,-0.16881017
PPAC_5,AL136295.2,-2.3654141,1.0,-0.16888854
PPAC_5,AC026979.2,0.064861044,1.0,-0.16890682
PPAC_5,AC006230.1,-2.7565126,1.0,-0.16895123
PPAC_5,AC104653.1,-0.9159272,1.0,-0.16969569
PPAC_5,ARSK,0.10953315,1.0,-0.16974531
PPAC_5,AC138150.2,-1.2571266,1.0,-0.16981062
PPAC_5,IFITM10,-1.2340114,1.0,-0.16987854
PPAC_5,AL022151.1,-0.40723416,1.0,-0.16997257
PPAC_5,AL136454.1,0.005168707,1.0,-0.1699804
PPAC_5,AC007038.1,-0.36173087,1.0,-0.17054725
PPAC_5,AC009152.1,-21.497578,1.0,-0.17063084
PPAC_5,IGHV1-69-2,-21.532383,1.0,-0.17063084
PPAC_5,CFI,-21.371002,1.0,-0.17063084
PPAC_5,LINC00629,-21.585482,1.0,-0.17063084
PPAC_5,ART4,-20.973452,1.0,-0.17063084
PPAC_5,LEAP2,-0.7246159,1.0,-0.17078495
PPAC_5,AC024075.2,-0.30448607,1.0,-0.17097041
PPAC_5,ZNF112,-0.95830196,1.0,-0.17101482
PPAC_5,AP000345.2,-1.0350307,1.0,-0.17119506
PPAC_5,SS18,0.07578356,1.0,-0.17127603
PPAC_5,CYP4F2,-0.45133007,1.0,-0.17151897
PPAC_5,BTN3A1,0.09985512,1.0,-0.17163129
PPAC_5,CCDC62,0.018601647,1.0,-0.17167047
PPAC_5,AL590428.1,-1.677423,1.0,-0.17168614
PPAC_5,KLHL35,-0.09660714,1.0,-0.17170705
PPAC_5,SEPTIN7-AS1,-0.022817753,1.0,-0.17173839
PPAC_5,SLC38A6,0.11870601,1.0,-0.17177495
PPAC_5,ADGRD1,-2.009476,1.0,-0.17177495
PPAC_5,AC016588.2,-0.36792853,1.0,-0.1719578
PPAC_5,THNSL1,0.10965647,1.0,-0.17196304
PPAC_5,AL589863.2,-1.0252432,1.0,-0.17258473
PPAC_5,AP000662.1,-0.65086967,1.0,-0.1726213
PPAC_5,LINC00271,-0.20728464,1.0,-0.17264219
PPAC_5,PI4KA,0.013763207,1.0,-0.17297655
PPAC_5,TXN2,-0.00609413,1.0,-0.17297916
PPAC_5,NRSN2-AS1,0.0019333882,1.0,-0.17320903
PPAC_5,AL121787.1,-21.735235,1.0,-0.17362437
PPAC_5,TMPRSS3,-21.351967,1.0,-0.17362437
PPAC_5,AC068580.1,-21.39608,1.0,-0.17362437
PPAC_5,AC005224.3,-21.358864,1.0,-0.17362437
PPAC_5,EXOC3L2,-21.236755,1.0,-0.17362437
PPAC_5,HLA-DQB1-AS1,-21.326307,1.0,-0.17362437
PPAC_5,AL357874.1,-21.475601,1.0,-0.17362437
PPAC_5,ZNF703,-21.456234,1.0,-0.17362437
PPAC_5,SOX5,-22.004492,1.0,-0.17362437
PPAC_5,AC000068.1,-0.7998472,1.0,-0.17382288
PPAC_5,RFESD,0.16890635,1.0,-0.17394827
PPAC_5,FO393414.3,-0.856882,1.0,-0.1742147
PPAC_5,AL121652.1,-1.3143691,1.0,-0.1744289
PPAC_5,C5AR2,-1.3000373,1.0,-0.17465615
PPAC_5,AFAP1L1,-1.7429409,1.0,-0.1747084
PPAC_5,TMIGD3,-2.3314435,1.0,-0.17480244
PPAC_5,GLYATL2,-2.289107,1.0,-0.174839
PPAC_5,ALDH1L2,-2.3182683,1.0,-0.17485468
PPAC_5,TMTC3,0.04592748,1.0,-0.17508194
PPAC_5,ZNF782,0.1304136,1.0,-0.1751812
PPAC_5,DNAH14,0.16228335,1.0,-0.17532487
PPAC_5,AP000331.1,-1.1013244,1.0,-0.1756984
PPAC_5,AL358933.1,-0.6809949,1.0,-0.17575064
PPAC_5,MYO9A,0.07465728,1.0,-0.17575327
PPAC_5,AC021269.3,-1.1700228,1.0,-0.17580812
PPAC_5,POT1-AS1,-1.3170698,1.0,-0.17586036
PPAC_5,AC026304.1,-0.15166923,1.0,-0.17587864
PPAC_5,RBM5-AS1,-0.55532795,1.0,-0.17588648
PPAC_5,AP000926.2,-1.3797688,1.0,-0.17592828
PPAC_5,AC092120.3,-1.4011041,1.0,-0.1759335
PPAC_5,PHKA1,-0.5762057,1.0,-0.17594133
PPAC_5,XPR1,0.17495403,1.0,-0.17652123
PPAC_5,SLC5A4-AS1,-21.905615,1.0,-0.17661789
PPAC_5,NUP62CL,-21.137415,1.0,-0.17661789
PPAC_5,NUDT11,-21.688625,1.0,-0.17661789
PPAC_5,AC055874.1,-20.92196,1.0,-0.17661789
PPAC_5,SLC24A5,-21.122644,1.0,-0.17661789
PPAC_5,LARGE2,-21.83321,1.0,-0.17661789
PPAC_5,LAMB3,-21.64175,1.0,-0.17661789
PPAC_5,CPE,-21.52854,1.0,-0.17661789
PPAC_5,AC008734.1,-21.481565,1.0,-0.17661789
PPAC_5,TRIM17,-21.563986,1.0,-0.17661789
PPAC_5,KIRREL1,-21.06231,1.0,-0.17661789
PPAC_5,SOX15,0.1438307,1.0,-0.17663878
PPAC_5,SLC22A23,-0.62556064,1.0,-0.17668319
PPAC_5,AL590822.3,-0.69943166,1.0,-0.17686604
PPAC_5,GTF2E1,0.10702509,1.0,-0.17687649
PPAC_5,ANXA3,-1.352481,1.0,-0.17732055
PPAC_5,AL157786.1,-1.2627817,1.0,-0.17732577
PPAC_5,SMG7-AS1,-0.092942715,1.0,-0.17749557
PPAC_5,GALNT18,-1.6887848,1.0,-0.17766796
PPAC_5,CFAP47,-1.9082333,1.0,-0.17768364
PPAC_5,CARD17,-1.8820473,1.0,-0.17769408
PPAC_5,DNM1P35,-0.58496076,1.0,-0.17769408
PPAC_5,GPR82,-1.9148314,1.0,-0.17770976
PPAC_5,AC005540.1,-0.4580364,1.0,-0.1777176
PPAC_5,SLC7A8,-2.2280402,1.0,-0.17779857
PPAC_5,LINC02447,-2.8306894,1.0,-0.17796053
PPAC_5,DLG5,-0.08949589,1.0,-0.17804411
PPAC_5,SNX8,0.0737419,1.0,-0.17830011
PPAC_5,AC091057.6,-0.20819621,1.0,-0.1784725
PPAC_5,AL355488.1,-0.095488206,1.0,-0.17847773
PPAC_5,AC004771.3,0.016610282,1.0,-0.17859267
PPAC_5,AC239800.2,-0.35546163,1.0,-0.17869976
PPAC_5,HMGCS1,0.118241966,1.0,-0.17889306
PPAC_5,AL157756.1,-1.3080261,1.0,-0.1789009
PPAC_5,PRR36,-1.4670212,1.0,-0.17892702
PPAC_5,AC009404.1,-0.39897153,1.0,-0.17904195
PPAC_5,TRIM7,-22.024282,1.0,-0.1796114
PPAC_5,AC080023.1,-21.590195,1.0,-0.1796114
PPAC_5,CCDC74A,-21.468992,1.0,-0.1796114
PPAC_5,IGLV3-25,-21.747492,1.0,-0.1796114
PPAC_5,AC009032.1,-21.368063,1.0,-0.1796114
PPAC_5,CHST3,-21.014755,1.0,-0.1796114
PPAC_5,AC007610.1,-21.454794,1.0,-0.1796114
PPAC_5,NAT8L,-21.699667,1.0,-0.1796114
PPAC_5,LINC02773,-21.521217,1.0,-0.1796114
PPAC_5,HOXA2,-21.36576,1.0,-0.1796114
PPAC_5,TFF3,-21.926386,1.0,-0.1796114
PPAC_5,ADAMTS7,-21.627054,1.0,-0.1796114
PPAC_5,YES1,0.14851107,1.0,-0.17981777
PPAC_5,COX10-AS1,-0.0022991374,1.0,-0.17986217
PPAC_5,LMBRD1,0.12671405,1.0,-0.1800163
PPAC_5,AC114980.1,-0.24737105,1.0,-0.1805361
PPAC_5,FLVCR1,0.12769504,1.0,-0.1806641
PPAC_5,TMEM202-AS1,0.013048506,1.0,-0.18066932
PPAC_5,COL5A2,-2.1124585,1.0,-0.18071112
PPAC_5,AL358852.1,-0.71397066,1.0,-0.1808992
PPAC_5,PANX2,-0.20452644,1.0,-0.18095927
PPAC_5,AC007686.3,-0.55116653,1.0,-0.18119699
PPAC_5,AP001372.2,0.06255552,1.0,-0.1815679
PPAC_5,AC009118.2,-0.27547497,1.0,-0.18158358
PPAC_5,RNFT2,-0.70578027,1.0,-0.181675
PPAC_5,FGF11,-0.56560314,1.0,-0.18168807
PPAC_5,BCAM,-0.03301101,1.0,-0.1817612
PPAC_5,ZNF430,0.11769299,1.0,-0.18177165
PPAC_5,CLDN9,-1.0853031,1.0,-0.18177427
PPAC_5,ZNF566,0.10603149,1.0,-0.18185002
PPAC_5,HDHD3,0.077497505,1.0,-0.18187353
PPAC_5,AC010247.2,-1.6121438,1.0,-0.1819937
PPAC_5,COX10,0.12157261,1.0,-0.18235154
PPAC_5,GLOD4,0.0840932,1.0,-0.18244298
PPAC_5,AC009090.6,-0.26377368,1.0,-0.1825135
PPAC_5,OSBPL6,-21.090853,1.0,-0.18260492
PPAC_5,HOXC6,-22.09442,1.0,-0.18260492
PPAC_5,LINC00891,-21.66891,1.0,-0.18260492
PPAC_5,LAMB4,-21.346561,1.0,-0.18260492
PPAC_5,EMP2,-21.226404,1.0,-0.18260492
PPAC_5,AL138824.1,-21.631552,1.0,-0.18260492
PPAC_5,C1S,-21.579538,1.0,-0.18260492
PPAC_5,SASH1,-22.319733,1.0,-0.18260492
PPAC_5,PHGR1,-21.798817,1.0,-0.18260492
PPAC_5,RUFY4,-22.086315,1.0,-0.18260492
PPAC_5,SLC25A11,0.0068417997,1.0,-0.18261276
PPAC_5,DISP1,-0.057232585,1.0,-0.18271464
PPAC_5,UBE2Q2L,-0.5131515,1.0,-0.18295495
PPAC_5,APOE,-0.28735468,1.0,-0.18350874
PPAC_5,FBXW5,0.0033374033,1.0,-0.18356098
PPAC_5,AASS,-1.5980154,1.0,-0.18361844
PPAC_5,AC012150.2,-1.8097453,1.0,-0.18365501
PPAC_5,SNPH,-2.1999803,1.0,-0.18375428
PPAC_5,CCDC40,-2.1925728,1.0,-0.18376996
PPAC_5,ADM2,-2.2072794,1.0,-0.18377517
PPAC_5,ANKRD9,-0.2830419,1.0,-0.18381436
PPAC_5,TMCC2,-0.4305533,1.0,-0.1840808
PPAC_5,SNRPD1,-0.012083669,1.0,-0.18425058
PPAC_5,AC009948.3,-1.490344,1.0,-0.18497154
PPAC_5,MIB2,0.06292492,1.0,-0.18499243
PPAC_5,TP53BP1,0.046853263,1.0,-0.18504207
PPAC_5,ZNF557,0.057101704,1.0,-0.18509431
PPAC_5,SEMA6A,-0.46907905,1.0,-0.18548875
PPAC_5,FOXO6,-21.545547,1.0,-0.18559845
PPAC_5,BX005266.2,-21.520153,1.0,-0.18559845
PPAC_5,MEIOB,-22.195372,1.0,-0.18559845
PPAC_5,AC005871.2,-21.284403,1.0,-0.18559845
PPAC_5,DDX43,-21.799158,1.0,-0.18559845
PPAC_5,MAN1C1,-22.026255,1.0,-0.18559845
PPAC_5,AP001033.3,-21.515514,1.0,-0.18559845
PPAC_5,AC092691.1,-21.168312,1.0,-0.18559845
PPAC_5,SLC25A21,-21.153439,1.0,-0.18559845
PPAC_5,F2RL3,-21.479382,1.0,-0.18559845
PPAC_5,CH25H,-22.183279,1.0,-0.18559845
PPAC_5,SORCS1,-21.619514,1.0,-0.18559845
PPAC_5,SLC1A6,-22.127035,1.0,-0.18559845
PPAC_5,LINC02812,-21.427233,1.0,-0.18559845
PPAC_5,LINC01500,-21.485905,1.0,-0.18559845
PPAC_5,GREB1,-21.497839,1.0,-0.18559845
PPAC_5,TRPV3,-21.281778,1.0,-0.18559845
PPAC_5,AC004494.1,-0.71997714,1.0,-0.18582833
PPAC_5,CDH9,-0.76224995,1.0,-0.18583354
PPAC_5,AL359643.3,0.0610462,1.0,-0.186019
PPAC_5,HIST1H4E,0.08514589,1.0,-0.18612872
PPAC_5,AMH,-1.3653378,1.0,-0.18632463
PPAC_5,LINC02614,-0.27313924,1.0,-0.18640561
PPAC_5,Z83847.1,-0.60940236,1.0,-0.18648659
PPAC_5,ARMC12,-2.2879472,1.0,-0.18678176
PPAC_5,AC120498.9,-2.3343012,1.0,-0.18679743
PPAC_5,SHROOM1,-3.0490656,1.0,-0.18695416
PPAC_5,TERC,0.09809622,1.0,-0.18700379
PPAC_5,ZGLP1,0.057692528,1.0,-0.1870064
PPAC_5,CMPK1,0.0057359054,1.0,-0.18712133
PPAC_5,CDRT4,-0.5481676,1.0,-0.18738778
PPAC_5,MAP3K21,-0.5733262,1.0,-0.18755235
PPAC_5,PSPN,-0.20948863,1.0,-0.18766728
PPAC_5,AC079848.1,-0.3143714,1.0,-0.18785274
PPAC_5,KIF5C,-2.0219932,1.0,-0.18829419
PPAC_5,GYPB,-1.3457303,1.0,-0.18833338
PPAC_5,RGS9,-21.662779,1.0,-0.18859197
PPAC_5,TRIM54,-21.387617,1.0,-0.18859197
PPAC_5,STX1B,-21.98617,1.0,-0.18859197
PPAC_5,CCDC187,-21.711447,1.0,-0.18859197
PPAC_5,AC243547.2,-21.603687,1.0,-0.18859197
PPAC_5,AP002852.1,-21.469353,1.0,-0.18859197
PPAC_5,AC123777.1,-21.568165,1.0,-0.18859197
PPAC_5,ERFL,-21.562977,1.0,-0.18859197
PPAC_5,CD101,-21.766813,1.0,-0.18859197
PPAC_5,AC243965.1,-21.73865,1.0,-0.18859197
PPAC_5,AC112236.2,-21.889809,1.0,-0.18859197
PPAC_5,FAT1,-21.831278,1.0,-0.18859197
PPAC_5,AL606760.3,-21.645956,1.0,-0.18859197
PPAC_5,AL109615.4,-0.47373298,1.0,-0.18865205
PPAC_5,NLGN3,-0.997787,1.0,-0.1888976
PPAC_5,AC008467.1,-0.9555222,1.0,-0.18890022
PPAC_5,AC068888.2,-1.1643708,1.0,-0.18906477
PPAC_5,WDR97,-0.29784462,1.0,-0.18920061
PPAC_5,USP21,0.13757005,1.0,-0.18927637
PPAC_5,JAML,-0.12057679,1.0,-0.18953235
PPAC_5,AC006994.2,-1.7511733,1.0,-0.18963684
PPAC_5,ARHGAP42,-2.1853542,1.0,-0.18973087
PPAC_5,CLTRN,-2.606574,1.0,-0.18984582
PPAC_5,AC118344.1,-2.7239125,1.0,-0.1899085
PPAC_5,AC104211.1,-0.8088082,1.0,-0.18991372
PPAC_5,AL603756.1,-0.8124874,1.0,-0.19001299
PPAC_5,AL451085.1,-0.49921253,1.0,-0.19024546
PPAC_5,AC068193.1,-0.23838118,1.0,-0.19030294
PPAC_5,ZNF177,-0.20301388,1.0,-0.19036302
PPAC_5,CHRNA10,-0.32408085,1.0,-0.19041787
PPAC_5,SRGAP1,-0.86117506,1.0,-0.19057721
PPAC_5,IGHG2,-1.2990469,1.0,-0.19072871
PPAC_5,SLC9C1,-1.4796695,1.0,-0.19089067
PPAC_5,AC009318.4,-1.6328753,1.0,-0.19103172
PPAC_5,LARP1,0.0055188355,1.0,-0.1911336
PPAC_5,AL136162.1,-0.48120803,1.0,-0.19122763
PPAC_5,CNTN5,-22.135096,1.0,-0.1915855
PPAC_5,AC093151.8,-21.474228,1.0,-0.1915855
PPAC_5,JAM2,-21.78536,1.0,-0.1915855
PPAC_5,AC021594.2,-21.68585,1.0,-0.1915855
PPAC_5,SLC2A1-AS1,-21.822105,1.0,-0.1915855
PPAC_5,NTRK3,-21.86109,1.0,-0.1915855
PPAC_5,GABRA4,-22.110395,1.0,-0.1915855
PPAC_5,Z98745.1,-21.39556,1.0,-0.1915855
PPAC_5,AC104461.1,-21.717615,1.0,-0.1915855
PPAC_5,OTOF,-22.28319,1.0,-0.1915855
PPAC_5,NKX3-1,-21.759306,1.0,-0.1915855
PPAC_5,GRAPL,-0.66684294,1.0,-0.19170043
PPAC_5,DGCR2,0.12561573,1.0,-0.19243445
PPAC_5,TMEM64,0.12399413,1.0,-0.19254938
PPAC_5,RNF103,0.12644987,1.0,-0.19260162
PPAC_5,AC093690.1,-0.48607016,1.0,-0.19268261
PPAC_5,EML5,-1.9990402,1.0,-0.19268522
PPAC_5,AL445228.2,-2.0494046,1.0,-0.19269045
PPAC_5,AL132639.3,-2.3665547,1.0,-0.19278447
PPAC_5,AL163541.1,-0.431881,1.0,-0.19303001
PPAC_5,GVQW2,-0.433953,1.0,-0.19305353
PPAC_5,AC016949.1,-0.8504231,1.0,-0.19305353
PPAC_5,AL691432.2,0.09576826,1.0,-0.1932625
PPAC_5,SEMA6C,-0.35466695,1.0,-0.19351327
PPAC_5,GPX3,-1.019769,1.0,-0.19363865
PPAC_5,ANKRD44-IT1,-0.30822396,1.0,-0.19365954
PPAC_5,FALEC,-1.1718054,1.0,-0.19375359
PPAC_5,AC024257.3,-0.39662683,1.0,-0.19394165
PPAC_5,UBE2D3-AS1,-0.13940662,1.0,-0.19404876
PPAC_5,KLHL42,0.06613211,1.0,-0.19408533
PPAC_5,LGALS8-AS1,-1.8114111,1.0,-0.19409317
PPAC_5,EPHA4,-21.475681,1.0,-0.19457902
PPAC_5,AC092651.3,-21.536232,1.0,-0.19457902
PPAC_5,UPK3BL2,-0.28516048,1.0,-0.1946809
PPAC_5,AL354793.1,-0.74041337,1.0,-0.19470702
PPAC_5,ERP27,-0.4543869,1.0,-0.19471486
PPAC_5,GNMT,-1.1887257,1.0,-0.1950466
PPAC_5,NDUFA6-DT,0.0256127,1.0,-0.1950675
PPAC_5,AC092384.1,-0.40671825,1.0,-0.19523728
PPAC_5,MBTPS2,0.056089047,1.0,-0.19528952
PPAC_5,ZNF10,0.10076489,1.0,-0.19542013
PPAC_5,DICER1-AS1,0.09499062,1.0,-0.19543841
PPAC_5,RAB12,-0.07004775,1.0,-0.19550896
PPAC_5,PODNL1,-1.361192,1.0,-0.19557165
PPAC_5,AL138963.1,-1.6471736,1.0,-0.19560298
PPAC_5,AL136171.2,-0.13636868,1.0,-0.1956265
PPAC_5,LGALS4,-2.2795236,1.0,-0.1957545
PPAC_5,AC093484.2,-0.76292205,1.0,-0.19580674
PPAC_5,CLEC20A,-2.620894,1.0,-0.1958224
PPAC_5,NLRC4,-0.8575656,1.0,-0.19587465
PPAC_5,AL139099.1,-0.36616576,1.0,-0.19591121
PPAC_5,GCNA,-0.5475447,1.0,-0.19615938
PPAC_5,IZUMO4,-0.09150265,1.0,-0.19624035
PPAC_5,AC135507.1,-0.28704962,1.0,-0.19654337
PPAC_5,C21orf62-AS1,0.08816689,1.0,-0.19656165
PPAC_5,AP001412.1,0.038751524,1.0,-0.19687772
PPAC_5,COG6,0.13061994,1.0,-0.196896
PPAC_5,H19,-1.5574632,1.0,-0.19692996
PPAC_5,AC027020.2,-0.6776421,1.0,-0.19707102
PPAC_5,TMEM8A,0.03690534,1.0,-0.19717027
PPAC_5,ZKSCAN2,0.0072589167,1.0,-0.19723296
PPAC_5,SLC4A4,-21.639908,1.0,-0.19757254
PPAC_5,SLC30A4,-21.781189,1.0,-0.19757254
PPAC_5,HS3ST3A1,-21.408272,1.0,-0.19757254
PPAC_5,OLFML3,-21.630169,1.0,-0.19757254
PPAC_5,AL158832.2,-21.654512,1.0,-0.19757254
PPAC_5,ACVRL1,-22.016571,1.0,-0.19757254
PPAC_5,AL158163.2,-1.2772752,1.0,-0.19810542
PPAC_5,TFAP2E,-0.011365413,1.0,-0.19830656
PPAC_5,CENPH,0.056951698,1.0,-0.19836925
PPAC_5,AC021242.3,-0.2218238,1.0,-0.19847897
PPAC_5,NTN5,-2.1500525,1.0,-0.19868794
PPAC_5,ESR1,-2.492197,1.0,-0.198829
PPAC_5,PHKG1,-0.9336638,1.0,-0.1993018
PPAC_5,TMEM117,-0.42087722,1.0,-0.19952643
PPAC_5,ZNF295-AS1,-1.0284457,1.0,-0.1996675
PPAC_5,BEND3,-0.2909719,1.0,-0.19983205
PPAC_5,DNAJC7,0.00010683903,1.0,-0.19985557
PPAC_5,STIM2,0.10918341,1.0,-0.19988692
PPAC_5,AC145207.3,-1.6230005,1.0,-0.19995482
PPAC_5,MCM8,0.064022444,1.0,-0.19998357
PPAC_5,BMPR1B,-0.5983755,1.0,-0.20011155
PPAC_5,TMEM254-AS1,-0.44477153,1.0,-0.20015596
PPAC_5,IGHV3-72,-21.843672,1.0,-0.20056607
PPAC_5,BNIPL,-21.72919,1.0,-0.20056607
PPAC_5,PCDHGA11,-21.569426,1.0,-0.20056607
